code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002950,奥美医疗,0.38,,3.28,12.16,0.24,14092.18,,,02-19
603681,永冠新材,0.84,,6.97,12.83,0.71,10494.54,,,02-12
300761,立华股份,2.69,348.83,,29.26,,97647.89,350.28,,01-22
601598,中国外运,0.32,10.34,3.75,8.78,-0.03,193799.79,11.69,,01-15
603351,威尔药业,1.68,1.82,,14.98,,8410.16,1.78,,01-14
002947,恒铭达,0.94,51.45,,18.42,,8579.25,57.88,,01-14
300758,七彩化学,1.07,13.83,,18.98,,8593.12,14.75,,01-09
002946,新乳业,0.23,4.55,,13.0,,17533.61,7.96,,01-08
300759,康龙化成,0.39,50.0,,10.92,,23062.85,48.48,,01-07
603185,上机数控,1.83,90.63,,,,17311.53,90.97,,12-27
300757,罗博特科,1.06,30.86,,25.34,,6388.99,31.54,,12-24
603629,利通电子,0.9,26.76,,,,6782.67,26.53,,12-21
300756,中山金马,3.15,6.42,,20.02,,9459.48,6.48,,12-17
002942,新农股份,1.21,86.15,3.85,34.22,1.03,10914.91,85.24,,12-04
603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
300753,爱朋医疗,0.82,51.85,,16.71,,4957.75,51.02,,11-26
300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
603687,大胜达,0.26,-23.53,,,,9376.79,-16.25,,11-14
603220,中贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
601860,紫金银行,0.3,,,,,98746.99,12.31,,11-01
000517,荣安地产,0.13,-15.02,,9.26,,40733.46,-15.01,,10-31
600747,*ST大控,-0.0,-106.25,,-0.12,,-229.53,-104.82,,10-31
002938,鹏鼎控股,0.75,70.45,,11.68,,156211.88,85.06,,10-31
000573,粤宏远A,-0.07,-180.95,,-2.84,,-4727.93,-184.12,,10-31
000637,茂化实华,0.05,-67.12,,2.73,,2493.83,-67.07,,10-31
600856,ST中天,0.13,-61.59,,3.65,,18311.24,-55.74,,10-31
600117,西宁特钢,-0.55,266.67,,-20.23,,-57610.43,257.42,,10-31
603810,ST丰山,1.58,49.71,,16.5,,9497.25,49.71,,10-31
600515,海航基础,0.31,-18.47,,3.81,,122313.87,-18.47,,10-31
000710,贝瑞基因,0.67,39.19,,14.26,,23898.62,49.5,,10-31
600571,信雅达,0.02,-66.67,,0.62,,928.54,-66.74,,10-31
000728,国元证券,0.1,-66.67,,1.31,,32812.56,-63.15,,10-31
600191,华资实业,-0.13,-277.87,,-3.11,,-6081.7,-277.96,,10-31
600210,紫江企业,0.26,-41.5,,8.92,,39100.79,-41.57,,10-31
600605,汇通能源,0.12,28.13,,2.67,,1815.83,27.89,,10-31
601006,大秦铁路,0.82,7.89,,11.79,,1213412.68,7.98,,10-31
000803,金宇车城,-0.07,-75.86,,-37.96,,-846.78,-76.98,,10-31
601066,中信建投,0.3,-28.57,,5.36,,218547.43,-27.95,,10-31
002501,*ST利源,-0.33,-186.84,,-5.07,,-39576.86,-187.48,,10-31
600642,申能股份,0.28,-14.86,,4.82,,125102.23,-14.84,,10-31
000825,太钢不锈,0.71,88.13,,14.34,,406079.48,88.2,,10-31
000038,深大通,0.42,-20.85,,4.07,,22006.39,-17.42,,10-31
601186,中国铁建,0.9,15.38,,10.11,,1264612.2,20.11,,10-31
002212,南洋股份,0.02,-33.33,,0.31,,2515.39,-25.33,,10-31
002868,绿康生化,0.5,-27.54,,8.34,,5968.08,-16.74,,10-31
603399,吉翔股份,0.42,133.33,,10.35,,23136.81,148.1,,10-31
000153,丰原药业,0.18,-7.92,,4.5,,5643.51,-6.47,,10-31
000903,云内动力,0.1,-5.83,,3.44,,19037.75,4.79,,10-31
600715,文投控股,0.01,-95.45,,0.35,,2517.55,-93.34,,10-31
000923,河北宣工,0.11,-82.16,,0.81,,7193.03,-76.01,,10-31
000429,粤高速A,0.58,-4.92,,13.5,,122030.52,-4.49,,10-31
600731,湖南海利,0.03,-38.67,,1.16,,1132.11,-34.1,,10-31
000973,佛塑科技,0.04,-33.85,,1.88,,4162.07,-33.71,,10-31
601808,中海油服,-0.06,100.0,,-0.8,,-27675.93,89.09,,10-31
600008,首创股份,0.09,1.37,,3.42,,42919.66,1.44,,10-31
600027,华电国际,0.16,-745.83,,3.52,,152573.9,-742.7,,10-31
603861,白云电器,0.25,23.04,,5.73,,11110.72,29.52,,10-31
600540,新赛股份,0.0,-74.7,,0.32,,199.53,-74.5,,10-31
002107,沃华医药,0.13,-23.53,,8.07,,4611.19,-24.7,,10-31
002755,奥赛康,0.06,-14.29,,1.92,,984.12,32.41,,10-31
600958,东方证券,0.13,-69.05,,1.74,,90385.26,-65.62,,10-31
600182,S佳通,0.22,82.5,,8.43,,7444.62,83.53,,10-31
600579,天华院,0.03,-194.37,,1.06,,1231.57,-194.37,,10-31
000737,ST南风,-0.3,-35.45,,,,-16325.36,-35.45,,10-31
600978,宜华生活,0.36,-23.4,,6.37,,52912.56,-24.73,,10-31
600199,金种子酒,0.0,-67.78,,0.07,,162.47,-67.38,,10-31
600996,贵广网络,0.24,-27.27,,5.87,,25238.78,-26.89,,10-31
603989,艾华集团,0.58,-22.76,,11.53,,22490.22,0.39,,10-31
600613,神奇制药,0.12,-20.0,,2.59,,6471.94,-19.67,,10-31
600255,梦舟股份,0.02,0.0,,1.2,,4188.5,9.08,,10-31
600650,锦江投资,0.38,12.98,,6.33,,21098.13,12.95,,10-31
000835,长城动漫,-0.06,-156.55,,-11.43,,-1962.1,-156.59,,10-31
600275,ST昌鱼,-0.01,-74.69,,-5.01,,-719.47,-74.61,,10-31
000048,*ST康达,0.23,-290.89,,8.47,,8929.83,-290.91,,10-31
600668,尖峰集团,1.42,67.53,,17.05,,48818.33,67.53,,10-31
000892,欢瑞世纪,0.18,-942.11,,5.39,,17268.1,-940.94,,10-31
000301,东方盛虹,0.22,33.82,,8.63,,65027.74,224.72,,10-31
000912,泸天化,0.24,-220.0,,-30.96,,37832.98,-417.16,,10-31
600329,中新药业,0.52,10.64,,8.67,,40090.63,11.52,,10-31
000504,*ST生物,-0.07,12.31,,-175.15,,-2301.01,12.29,,10-31
600369,西南证券,0.05,-50.0,,1.55,,29698.38,-49.71,,10-31
002605,姚记科技,0.19,49.77,,4.73,,7683.73,49.7,,10-31
000976,华铁股份,0.13,-3.33,,5.07,,21333.13,-3.35,,10-31
601818,光大银行,0.5,-1.96,5.42,9.5,,2776000.0,9.15,,10-31
600010,包钢股份,0.05,63.43,,4.44,,230393.45,63.8,,10-31
600029,南方航空,0.4,-43.66,,6.31,,417500.0,-40.78,,10-31
000563,陕国投A,0.07,-46.92,,2.78,,23627.86,-42.53,,10-31
601966,玲珑轮胎,0.74,23.33,,9.5,,88395.99,22.79,,10-31
000607,华媒控股,0.06,-32.43,,3.34,,6108.12,-32.4,,10-31
600831,广电网络,0.2,-3.92,,3.91,,11860.97,-3.86,,10-31
000632,三木集团,0.03,665.12,,1.2,,1529.84,657.87,,10-31
600113,浙江东日,0.27,12.5,,12.35,,8510.97,12.82,,10-31
000663,永安林业,-0.21,-333.33,,-3.21,,-6992.91,-338.12,,10-31
600130,波导股份,0.05,-155.56,,4.07,,3501.02,-148.23,,10-31
000682,东方电子,0.08,123.53,,4.66,,9093.31,160.72,,10-31
600885,宏发股份,0.79,-28.18,,13.44,,58841.75,0.87,,10-31
600151,航天机电,-0.17,-0.76,,-4.31,,-24207.63,-0.79,,10-31
603876,鼎胜新材,0.45,0.0,,6.23,,17883.41,9.6,,10-31
000705,浙江震元,0.17,20.33,,3.99,,5596.15,20.31,,10-31
600584,长电科技,0.01,-90.83,,0.15,,1747.31,-89.42,,10-31
000752,*ST西发,-0.0,-105.72,,-0.07,,-54.36,-105.61,,10-31
603969,银龙股份,0.11,-52.17,,5.51,,9224.47,0.52,,10-31
000779,甘咨询,-0.03,-105.42,,-1.65,,-488.0,-105.5,,10-31
601001,大同煤业,0.39,0.0,,11.12,,65776.26,0.35,,10-31
601021,春秋航空,1.58,6.76,,11.98,,141228.6,18.89,,10-31
002176,江特电机,0.2,42.86,,7.19,,29760.11,41.27,,10-31
600240,*ST华业,-0.1,-115.7,,-2.02,,-13551.97,-114.94,,10-31
600638,新黄浦,0.18,-84.36,,2.94,,12294.81,-81.24,,10-31
601111,中国国航,0.51,-17.74,,7.68,,693740.8,-16.2,,10-31
603329,上海雅仕,0.36,-30.77,,6.41,,4695.92,-8.26,,10-31
600655,豫园股份,0.33,-0.9,,4.95,,114003.94,139.18,,10-31
600676,交运股份,0.2,-4.13,,3.71,,21009.38,-4.12,,10-31
000899,赣能股份,0.19,15.61,,4.1,,18715.54,15.63,,10-31
000402,金融街,0.35,-27.08,,3.53,,104090.83,-27.91,,10-31
600356,恒丰纸业,0.18,-28.0,,2.6,,5480.3,-27.0,,10-31
600743,华远地产,0.12,-38.61,,3.95,,29177.45,-38.38,,10-31
600583,海油工程,-0.03,-142.86,,-0.61,,-13963.45,-146.22,,10-31
600259,广晟有色,-0.45,-1600.0,,-7.18,,-13521.26,-1752.23,,10-31
600654,*ST中安,-0.08,-11.11,,-5.1,,-10789.67,-4.58,,10-31
000839,中信国安,0.0,-97.78,,0.08,,544.5,-97.8,,10-31
002529,海源复材,0.02,-80.68,,0.39,,617.97,-80.71,,10-31
601558,ST锐电,0.0,-99.5,,0.15,,196.58,-99.46,,10-31
000422,ST宜化,0.3,-120.83,,36.11,,33463.13,-127.19,,10-31
000936,华西股份,0.33,120.0,,6.49,,29319.32,125.92,,10-31
600355,精伦电子,0.01,-150.0,,1.18,,414.94,-137.11,,10-31
600759,洲际油气,0.05,-392.18,,2.28,,11834.14,-392.3,,10-31
000981,ST银亿,0.21,16.67,,4.83,,85322.77,55.61,,10-31
600016,民生银行,0.97,-11.82,9.17,11.21,-7.73,4268500.0,6.07,,10-31
000573,粤宏远A,-0.07,-180.95,,-2.84,,-4727.93,-184.12,,10-31
000637,茂化实华,0.05,-67.12,,2.73,,2493.83,-67.07,,10-31
600856,ST中天,0.13,-61.59,,3.65,,18311.24,-55.74,,10-31
