code,name,count,bamount,samount,net,bcount,scount
300274,阳光电源,1,29368.22,8849.25,20518.97,4,5
300122,智飞生物,1,29478.42,10519.07,18959.35,2,5
002939,长城证券,2,59404.29,44935.32,14468.97,10,11
000150,宜华健康,2,36814.81,24731.9,12082.91,9,9
300760,迈瑞医疗,1,18998.65,7023.03,11975.63,4,5
002881,美格智能,3,31248.73,21284.27,9964.45,14,15
002192,融捷股份,2,23605.01,13891.59,9713.43,10,9
600895,张江高科,2,29089.17,20932.69,8156.48,10,10
000622,恒立实业,3,28042.64,21783.34,6259.3,14,15
000669,金鸿控股,1,8647.74,2950.25,5697.49,5,5
000532,华金资本,2,8976.12,3328.38,5647.74,10,10
300618,寒锐钴业,1,16422.54,10811.82,5610.72,5,5
002888,惠威科技,3,21251.86,15667.87,5583.99,15,15
600796,钱江生化,3,10758.06,5400.54,5357.52,11,11
000917,电广传媒,1,8316.13,3080.08,5236.05,5,5
601012,隆基股份,1,46433.15,42096.36,4336.79,2,5
600604,市北高新,3,8437.49,4173.08,4264.41,15,12
000931,中关村,2,11442.66,7377.75,4064.9,10,9
600718,东软集团,1,7299.68,3732.04,3567.64,4,3
300670,大烨智能,5,19558.03,16083.04,3474.99,21,18
002700,新疆浩源,3,27322.86,23919.16,3403.7,14,14
002137,麦达数字,2,13153.13,9959.14,3193.99,11,12
000025,特力A,1,3844.46,826.93,3017.53,5,5
002072,凯瑞德,3,15170.44,12213.73,2956.71,14,15
000509,华塑控股,1,3839.15,915.12,2924.02,5,5
603499,翔港科技,1,5675.81,2795.89,2879.92,5,5
600601,方正科技,1,3472.18,606.72,2865.46,5,5
603583,捷昌驱动,1,6581.96,3718.46,2863.5,5,5
600689,上海三毛,2,7029.98,4235.83,2794.15,10,10
000659,珠海中富,1,4586.78,2189.2,2397.58,5,5
603105,芯能科技,1,4261.99,1932.05,2329.94,5,5
603192,汇得科技,1,3553.52,1247.37,2306.15,5,5
000609,中迪投资,3,7536.92,5285.65,2251.27,14,15
600687,刚泰控股,1,15589.37,13355.66,2233.71,8,6
600560,金自天正,1,2668.28,508.62,2159.66,5,5
002862,实丰文化,5,30845.45,28775.54,2069.91,16,13
600624,复旦复华,1,3418.4,1370.13,2048.27,5,5
300508,维宏股份,1,4432.81,2613.88,1818.93,5,5
002261,拓维信息,1,3761.45,1957.67,1803.77,5,5
300505,川金诺,1,2445.53,737.79,1707.74,5,5
600783,鲁信创投,2,13809.9,12160.68,1649.22,10,10
000993,闽东电力,1,3444.14,1809.98,1634.16,5,5
000498,山东路桥,1,3519.19,1978.74,1540.45,5,5
