code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
603220,贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
603616,韩建河山,0.02,-127.96,,0.93,,727.37,-127.96,,10-31
600758,红阳能源,0.0,-99.22,,0.07,,370.29,-99.22,,10-31
600018,上港集团,0.22,7.3,,7.27,,510912.3,7.26,,10-31
600416,湘电股份,-0.45,-850.0,,-6.86,,-42985.15,-892.31,,10-31
600469,风神股份,0.0,-100.83,,0.1,,187.0,-100.93,,10-31
000659,珠海中富,0.02,-42.11,,3.58,,2400.71,-42.26,,10-31
000679,大连友谊,-0.45,-2887.5,,-12.49,,-15879.04,-2923.03,,10-31
600131,岷江水电,0.22,84.75,,9.17,,10983.62,85.14,,10-31
600527,江南高纤,0.04,-14.81,,2.19,,5312.83,53.25,,10-31
600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
002107,沃华医药,0.13,-23.53,,8.07,,4611.19,-24.7,,10-31
002755,东方新星,0.06,-14.29,,1.92,,984.12,32.41,,10-31
600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
600170,上海建工,0.19,-9.52,,7.82,,181109.63,-4.62,,10-31
603918,金桥信息,0.15,334.47,,5.08,,2689.63,333.16,,10-31
600583,海油工程,-0.03,-142.86,,-0.61,,-13963.45,-146.22,,10-31
603226,菲林格尔,0.84,-1.18,,10.14,,7795.71,27.0,,10-31
600207,安彩高科,-0.03,304.0,,-1.38,,-2617.83,305.29,,10-31
601001,大同煤业,0.39,0.0,,11.12,,65776.26,0.35,,10-31
601021,春秋航空,1.58,6.76,,11.98,,141228.6,18.89,,10-31
600241,时代万恒,-0.11,-237.5,,-2.24,,-3184.6,-282.89,,10-31
000031,中粮地产,0.5,72.41,,12.96,,90810.45,72.67,,10-31
000836,富通鑫茂,0.07,25.24,,5.15,,7970.31,25.19,,10-31
601111,中国国航,0.51,-17.74,,7.68,,693740.8,-16.2,,10-31
600654,ST中安,-0.08,-11.11,,-5.1,,-10789.67,-4.58,,10-31
603369,今世缘,0.82,32.63,,18.26,,102895.13,32.63,,10-31
000893,*ST东凌,0.0,-108.96,,0.17,,324.27,-108.93,,10-31
000913,钱江摩托,0.16,45.45,,3.01,,7352.99,43.96,,10-31
000420,吉林化纤,0.07,54.39,,4.49,,12800.22,54.44,,10-31
000932,华菱钢铁,1.82,112.95,,41.72,,547581.53,112.94,,10-31
600356,恒丰纸业,0.18,-28.0,,2.6,,5480.3,-27.0,,10-31
002605,姚记扑克,0.19,49.77,,4.73,,7683.73,49.7,,10-31
601800,中国交建,0.74,10.45,,7.21,,1286135.76,9.66,,10-31
600004,白云机场,0.44,-22.81,,5.9,,91864.1,-21.93,,10-31
000571,新大洲A,-0.02,-125.53,,-0.77,,-1676.04,-125.5,,10-31
600068,葛洲坝,0.51,9.17,,9.21,,278706.02,7.64,,10-31
603768,常青股份,0.34,-27.66,,4.17,,7010.66,-21.04,,10-31
603806,福斯特,0.66,-28.26,,6.82,,34688.94,-6.23,,10-31
603066,音飞储存,0.24,14.96,,7.77,,7192.53,15.26,,10-31
600119,长江投资,-0.95,-1283.62,,-46.72,,-29108.17,-1301.13,,10-31
600515,海航基础,0.31,-18.47,,3.81,,122313.87,-18.47,,10-31
000707,*ST双环,0.25,269.06,,26.42,,11461.49,269.21,,10-31
600158,中体产业,0.05,12.63,,2.69,,4434.3,12.58,,10-31
600917,重庆燃气,0.18,-10.0,,7.37,,28304.44,-8.26,,10-31
603167,渤海轮渡,0.67,-9.46,,9.81,,32363.43,-9.67,,10-31
600571,信雅达,0.02,-66.67,,0.62,,928.54,-66.74,,10-31
603198,迎驾贡酒,0.62,16.98,,11.91,,49809.34,16.44,,10-31
600193,*ST创兴,0.05,-116.07,,10.08,,1928.18,-116.19,,10-31
600605,汇通能源,0.12,28.13,,2.67,,1815.83,27.89,,10-31
000800,一汽轿车,0.08,-53.61,,1.68,,13512.03,-53.6,,10-31
601007,金陵饭店,0.2,-17.7,,4.07,,5995.4,-17.66,,10-31
002176,江特电机,0.2,42.86,,7.19,,29760.11,41.27,,10-31
600642,申能股份,0.28,-14.86,,4.82,,125102.23,-14.84,,10-31
600515,海航基础,0.31,-18.47,,3.81,,122313.87,-18.47,,10-31
000707,*ST双环,0.25,269.06,,26.42,,11461.49,269.21,,10-31
600158,中体产业,0.05,12.63,,2.69,,4434.3,12.58,,10-31
600917,重庆燃气,0.18,-10.0,,7.37,,28304.44,-8.26,,10-31
603167,渤海轮渡,0.67,-9.46,,9.81,,32363.43,-9.67,,10-31
600571,信雅达,0.02,-66.67,,0.62,,928.54,-66.74,,10-31
603198,迎驾贡酒,0.62,16.98,,11.91,,49809.34,16.44,,10-31
600193,*ST创兴,0.05,-116.07,,10.08,,1928.18,-116.19,,10-31
600605,汇通能源,0.12,28.13,,2.67,,1815.83,27.89,,10-31
000800,一汽轿车,0.08,-53.61,,1.68,,13512.03,-53.6,,10-31
601007,金陵饭店,0.2,-17.7,,4.07,,5995.4,-17.66,,10-31
002176,江特电机,0.2,42.86,,7.19,,29760.11,41.27,,10-31
600629,华建集团,0.48,36.36,,8.08,,20798.26,44.5,,10-31
000828,东莞控股,0.68,-0.58,,11.99,,71070.66,-0.58,,10-31
603329,上海雅仕,0.36,-30.77,,6.41,,4695.92,-8.26,,10-31
600255,梦舟股份,0.02,0.0,,1.2,,4188.5,9.08,,10-31
000043,中航善达,1.25,-1257.53,,18.15,,83067.32,-1257.88,,10-31
601211,国泰君安,0.58,-27.5,14.18,4.47,,551223.63,-21.65,,10-31
000158,常山北明,0.02,-39.39,,0.66,,3972.04,-39.28,,10-31
600685,中船防务,-0.41,208.47,,-5.22,,-57679.1,208.35,,10-31
002886,沃特股份,0.2,-42.86,,3.68,,2331.03,-14.27,,10-31
000413,东旭光电,0.23,9.52,,4.19,,131515.76,28.17,,10-31
000520,长航凤凰,0.06,74.85,,17.28,,5986.04,74.83,,10-31
600735,新华锦,0.16,14.62,,6.85,,5833.74,14.6,,10-31
002615,哈尔斯,0.2,-23.08,,10.03,,8194.35,-22.8,,10-31
000539,粤电力A,0.18,20.13,,3.92,,93882.16,20.04,,10-31
600751,海航科技,0.02,-64.11,,0.33,,4361.7,-64.01,,10-31
000989,九芝堂,0.38,-35.08,,7.33,,33447.49,-35.08,,10-31
600010,包钢股份,0.05,63.43,,4.44,,230393.45,63.8,,10-31
002310,东方园林,0.36,12.5,,8.31,,97508.18,12.53,,10-31
600386,北巴传媒,0.08,-20.0,,3.51,,6432.59,-20.58,,10-31
600029,南方航空,0.4,-43.66,,6.31,,417500.0,-40.78,,10-31
002326,永太科技,0.49,41.44,,14.52,,39806.8,42.12,,10-31
600405,动力源,-0.09,68.63,,-3.15,,-4302.33,71.54,,10-31
600787,中储股份,0.03,-93.91,,0.7,,7364.4,-93.91,,10-31
000601,韶能股份,0.25,-38.17,,5.96,,26870.86,-38.18,,10-31
000622,恒立实业,0.0,-109.32,,0.58,,108.97,-109.19,,10-31
600823,世茂股份,0.39,5.41,,6.57,,147605.24,5.76,,10-31
600108,亚盛集团,0.03,1.26,,1.32,,6265.69,1.36,,10-31
603078,江化微,0.35,-56.56,,3.93,,2950.18,-31.57,,10-31
600876,洛阳玻璃,0.0,300.0,,0.2,,244.54,329.63,,10-31
600145,*ST新亿,0.03,833.33,,6.29,,4200.29,1006.81,,10-31
000712,锦龙股份,-0.09,-140.91,,-2.15,,-7849.04,-140.13,,10-31
600893,航发动力,0.29,52.63,,2.5,,65049.8,78.25,,10-31
600182,S佳通,0.22,82.5,,8.43,,7444.62,83.53,,10-31
603938,三孚股份,0.58,-22.67,,8.65,,8714.09,-8.13,,10-31
600199,金种子酒,0.0,-67.78,,0.07,,162.47,-67.38,,10-31
600594,益佰制药,0.25,-37.84,,4.54,,19631.34,-37.92,,10-31
002800,天顺股份,0.01,-98.6,,0.11,,50.52,-98.6,,10-31
002486,嘉麟杰,0.01,-128.41,,1.08,,1036.71,-128.33,,10-31
000807,云铝股份,0.04,-75.31,,1.11,,11051.58,-73.9,,10-31
601012,隆基股份,0.61,-45.54,,11.36,,169117.05,-24.53,,10-31
002181,粤传媒,0.02,-148.95,,0.69,,2710.76,-149.05,,10-31
600240,华业资本,-0.1,-115.7,,-2.02,,-13551.97,-114.94,,10-31
000835,长城动漫,-0.06,-156.55,,-11.43,,-1962.1,-156.59,,10-31
603336,宏辉果蔬,0.32,-17.95,,6.93,,5501.51,6.29,,10-31
600653,申华控股,-0.06,-63.0,,-6.11,,-10716.83,-63.03,,10-31
000892,欢瑞世纪,0.18,-942.11,,5.39,,17268.1,-940.94,,10-31
000338,潍柴动力,0.75,29.31,,16.47,,600129.14,30.37,,10-31
600690,青岛海尔,1.01,7.83,,17.42,,612678.71,7.82,,10-31
000901,航天科技,0.09,-55.61,,1.46,,5660.28,-33.45,,10-31
601258,庞大集团,-0.04,-180.0,,-1.78,,-23429.29,-170.7,,10-31
601377,兴业证券,0.11,-63.33,,2.18,,72683.26,-63.34,,10-31
600715,文投控股,0.01,-95.45,,0.35,,2517.55,-93.34,,10-31
600731,湖南海利,0.03,-38.67,,1.16,,1132.11,-34.1,,10-31
600363,联创光电,0.4,1.46,,7.55,,17520.12,1.45,,10-31
600747,ST大控,-0.0,-106.25,,-0.12,,-229.53,-104.82,,10-31
000553,沙隆达A,1.04,52.15,,12.31,,254244.2,58.95,,10-31
603001,奥康国际,0.43,-10.26,,4.13,,17218.35,-10.25,,10-31
