code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002950,奥美医疗,0.38,,3.28,12.16,0.24,14092.18,,,02-19
603681,永冠新材,0.84,,6.97,12.83,0.71,10494.54,,,02-12
300761,立华股份,2.69,348.83,,29.26,,97647.89,350.28,,01-22
601598,中国外运,0.32,10.34,3.75,8.78,-0.03,193799.79,11.69,,01-15
002947,恒铭达,0.94,51.45,,18.42,,8579.25,57.88,,01-14
603351,威尔药业,1.68,1.82,,14.98,,8410.16,1.78,,01-14
300758,七彩化学,1.07,13.83,,18.98,,8593.12,14.75,,01-09
002946,新乳业,0.23,4.55,,13.0,,17533.61,7.96,,01-08
300759,康龙化成,0.39,50.0,,10.92,,23062.85,48.48,,01-07
603185,上机数控,1.83,90.63,,,,17311.53,90.97,,12-27
300757,罗博特科,1.06,30.86,,25.34,,6388.99,31.54,,12-24
603629,利通电子,0.9,26.76,,,,6782.67,26.53,,12-21
300756,中山金马,3.15,6.42,,20.02,,9459.48,6.48,,12-17
002942,新农股份,1.21,86.15,3.85,34.22,1.03,10914.91,85.24,,12-04
603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
300753,爱朋医疗,0.82,51.85,,16.71,,4957.75,51.02,,11-26
300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
603220,贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
601860,紫金银行,0.3,,,,,98746.99,12.31,,11-01
000679,大连友谊,-0.45,-2887.5,,-12.49,,-15879.04,-2923.03,,10-31
600877,*ST嘉陵,-0.23,-607.79,,,,-16125.25,-607.95,,10-31
603167,渤海轮渡,0.67,-9.46,,9.81,,32363.43,-9.67,,10-31
600179,ST安通,0.34,0.0,,15.89,,51152.83,39.93,,10-31
603918,金桥信息,0.15,334.47,,5.08,,2689.63,333.16,,10-31
603197,保隆科技,0.75,-48.02,,8.91,,12284.75,-15.02,,10-31
600594,益佰制药,0.25,-37.84,,4.54,,19631.34,-37.92,,10-31
600629,华建集团,0.48,36.36,,8.08,,20798.26,44.5,,10-31
603320,迪贝电气,0.36,-23.4,,5.94,,3585.82,-13.53,,10-31
002510,天汽模,0.11,10.0,,4.94,,10246.41,20.23,,10-31
000837,秦川机床,-0.03,-322.14,,-0.77,,-2158.66,-322.12,,10-31
601138,工业富联,0.53,,,23.12,,975608.6,2.69,,10-31
601208,东材科技,0.04,-71.43,,1.19,,2777.53,-68.19,,10-31
600290,华仪电气,0.02,-50.76,,0.41,,1723.37,-50.79,,10-31
600686,金龙汽车,0.1,-71.43,,1.76,,8594.71,-62.58,,10-31
000895,双汇发展,1.11,15.91,,25.29,,365227.59,15.91,10派9,10-31
000338,潍柴动力,0.75,29.31,,16.47,,600129.14,30.37,,10-31
600703,三安光电,0.64,10.34,,12.31,,259361.07,9.09,,10-31
601398,工商银行,0.67,4.69,6.12,11.36,,23962700.0,5.1,,10-31
000420,吉林化纤,0.07,54.39,,4.49,,12800.22,54.44,,10-31
002607,中公教育,0.05,-28.57,,2.1,,4036.53,-27.22,10派3.9,10-31
601808,中海油服,-0.06,100.0,,-0.8,,-27675.93,89.09,,10-31
600008,首创股份,0.09,1.37,,3.42,,42919.66,1.44,,10-31
600027,华电国际,0.16,-745.83,,3.52,,152573.9,-742.7,,10-31
600405,动力源,-0.09,68.63,,-3.15,,-4302.33,71.54,,10-31
600789,鲁抗医药,0.22,197.33,,5.52,,14402.32,230.56,,10-31
600071,凤凰光学,-0.02,-88.01,,-1.01,,-425.78,-87.99,,10-31
600843,上工申贝,0.25,-28.75,,6.1,,13501.63,-28.75,,10-31
002382,蓝帆医疗,0.39,21.88,,9.03,,26060.62,63.66,,10-31
000659,珠海中富,0.02,-42.11,,3.58,,2400.71,-42.26,,10-31
603066,音飞储存,0.24,14.96,,7.77,,7192.53,15.26,,10-31
600122,宏图高科,-0.31,-176.03,,-4.41,,-35580.38,-176.28,,10-31
002403,爱仕达,0.33,3.13,,5.16,,11423.33,0.94,,10-31
600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
600149,ST坊展,-0.03,107.69,,-5.68,,-1129.07,107.94,,10-31
600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
000726,鲁泰A,0.64,0.0,,8.08,,58689.6,-0.54,,10-31
601933,永辉超市,0.11,-26.67,,5.41,,101784.75,-26.9,,10-31
000585,*ST东电,0.04,-216.93,,,,3256.46,-216.8,,10-31
002024,苏宁易购,0.66,844.0,,7.7,,612676.4,812.11,,10-31
601996,丰林集团,0.12,-7.69,,5.76,,10999.01,-10.93,,10-31
000605,渤海股份,0.1,-61.83,,1.79,,3682.79,-45.17,,10-31
600083,博信股份,0.06,-3325.0,,20.71,,1484.57,-3192.1,,10-31
603058,永吉股份,0.21,54.1,,10.02,,8987.55,54.63,,10-31
000673,当代东方,0.12,238.57,,4.42,,9725.41,238.03,,10-31
600136,当代明诚,0.27,170.0,,5.03,,13013.02,160.03,,10-31
600890,中房股份,-0.06,29.41,,-11.95,,-3313.52,29.34,,10-31
600157,永泰能源,0.0,-92.45,,0.13,,3108.28,-92.45,,10-31
600555,海航创新,-0.0,-97.86,,-0.2,,-376.97,-97.86,,10-31
603160,汇顶科技,0.7,-59.06,,8.86,,31873.45,-58.21,,10-31
600175,美都能源,0.04,300.0,,1.0,,14544.57,433.36,,10-31
000762,西藏矿业,-0.15,-1807.06,,-3.59,,-7559.24,-1804.63,,10-31
600988,赤峰黄金,0.06,-71.43,,3.05,,8470.58,-44.57,,10-31
603226,菲林格尔,0.84,-1.18,,10.14,,7795.71,27.0,,10-31
601007,金陵饭店,0.2,-17.7,,4.07,,5995.4,-17.66,,10-31
600247,ST成城,0.04,-104.0,,133.0,,1479.62,-104.02,,10-31
002506,协鑫集成,-0.02,-291.0,,-2.48,,-9683.04,-300.05,,10-31
600643,爱建集团,0.51,25.62,,9.18,,81675.99,40.09,,10-31
600662,强生控股,0.04,-12.73,,1.25,,4045.54,-12.65,,10-31
601375,中原证券,0.03,-66.67,,1.34,,13583.97,-61.82,,10-31
000415,渤海租赁,0.39,30.05,,7.26,,243557.5,30.05,,10-31
000929,兰州黄河,-0.18,-258.28,,-4.73,,-3390.24,-258.35,,10-31
601595,上海电影,0.27,-34.15,,4.79,,10092.16,-34.6,,10-31
600732,ST新梅,-0.02,-111.57,,-1.72,,-766.95,-111.56,,10-31
600748,上实发展,0.16,-15.79,,2.86,,28645.94,-19.02,,10-31
000973,佛塑科技,0.04,-33.85,,1.88,,4162.07,-33.71,,10-31
600000,浦发银行,1.44,-0.69,14.49,10.48,-12.34,4320700.0,3.14,,10-31
600766,园城黄金,0.0,-70.0,,1.15,,64.07,-76.12,,10-31
001872,招商港口,0.7,2.93,,9.88,,45321.69,2.9,,10-31
601888,中国国旅,1.39,41.78,,18.04,,270522.55,41.79,,10-31
600028,中国石化,0.5,56.15,,8.28,,5998000.0,56.31,,10-31
603001,奥康国际,0.43,-10.26,,4.13,,17218.35,-10.25,,10-31
600072,中船科技,0.0,-82.61,,0.07,,263.39,-84.19,,10-31
600462,*ST九有,-0.02,-328.43,,-4.23,,-1242.61,-328.25,,10-31
600485,*ST信威,-0.28,-287.8,,-8.59,,-82347.51,-291.32,,10-31
000630,铜陵有色,0.06,65.79,,3.77,,66223.28,67.52,,10-31
600107,美尔雅,-0.01,-37.14,,-0.7,,-385.87,-38.79,,10-31
600521,华海药业,0.2,-57.45,,5.18,,25537.99,-47.38,,10-31
000680,山推股份,0.07,33.98,,2.54,,8507.07,33.89,,10-31
600879,航天电子,0.13,7.69,,2.96,,34252.61,8.72,,10-31
600539,ST狮头,0.04,123.53,,2.08,,881.59,125.61,,10-31
600162,香江控股,0.08,-42.86,,4.48,,28238.93,-37.69,,10-31
600578,京能电力,0.09,200.0,,2.64,,59705.52,166.79,,10-31
002775,文科园林,0.4,-42.51,,9.42,,19274.57,11.37,,10-31
603198,迎驾贡酒,0.62,16.98,,11.91,,49809.34,16.44,,10-31
600595,*ST中孚,-0.22,-375.0,,-7.59,,-41739.41,-403.73,,10-31
000777,中核科技,0.14,1022.4,,4.14,,5378.23,1020.97,,10-31
600612,老凤祥,1.89,10.14,,16.67,,98780.13,10.14,,10-31
601012,隆基股份,0.61,-45.54,,11.36,,169117.05,-24.53,,10-31
000011,深物业A,0.24,-74.98,,4.92,,14418.87,-74.97,,10-31
000031,大悦城,0.5,72.41,,12.96,,90810.45,72.67,,10-31
000876,新希望,0.34,-26.09,,6.71,,145073.97,-25.2,,10-31
601211,国泰君安,0.58,-27.5,14.18,4.47,,551223.63,-21.65,,10-31
600687,*ST刚泰,0.03,-86.75,,0.77,,4683.21,-86.54,,10-31
000897,*ST津滨,-0.02,-23.75,,-3.17,,-3684.19,-23.91,,10-31
000917,电广传媒,-0.1,-225.0,,-1.37,,-13530.67,-223.1,,10-31
601688,华泰证券,0.61,-7.58,,4.88,,447980.34,-4.84,,10-31
603078,江化微,0.35,-56.56,,3.93,,2950.18,-31.57,,10-31
002403,爱仕达,0.33,3.13,,5.16,,11423.33,0.94,,10-31
600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
600149,ST坊展,-0.03,107.69,,-5.68,,-1129.07,107.94,,10-31
600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
000726,鲁泰A,0.64,0.0,,8.08,,58689.6,-0.54,,10-31
600961,株冶集团,-2.98,-3825.0,,-925.98,,-157135.63,-3749.5,,10-31
600599,熊猫金控,-0.16,-528.92,,-3.72,,-2633.86,-526.43,,10-31
603259,药明康德,1.94,71.68,,22.62,,192837.63,81.4,,10-31
600221,海航控股,0.04,-73.78,,1.26,,72897.7,-73.57,,10-31
601019,山东出版,0.54,1.89,,12.08,,112124.62,16.26,,10-31
601107,四川成渝,0.3,-0.27,,6.39,,91207.29,-0.29,,10-31
002194,*ST凡谷,-0.09,-85.52,,-3.63,,-5288.29,-85.53,,10-31
000036,华联控股,0.65,-31.68,,15.45,,73823.59,-31.71,,10-31
