code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002950,奥美医疗,0.38,,3.28,12.16,0.24,14092.18,,,02-19
603681,永冠新材,0.84,,6.97,12.83,0.71,10494.54,,,02-12
300761,立华股份,2.69,348.83,,29.26,,97647.89,350.28,,01-22
601598,中国外运,0.32,10.34,3.75,8.78,-0.03,193799.79,11.69,,01-15
603351,威尔药业,1.68,1.82,,14.98,,8410.16,1.78,,01-14
002947,恒铭达,0.94,51.45,,18.42,,8579.25,57.88,,01-14
300758,七彩化学,1.07,13.83,,18.98,,8593.12,14.75,,01-09
002946,新乳业,0.23,4.55,,13.0,,17533.61,7.96,,01-08
300759,康龙化成,0.39,50.0,,10.92,,23062.85,48.48,,01-07
603185,上机数控,1.83,90.63,,,,17311.53,90.97,,12-27
300757,罗博特科,1.06,30.86,,25.34,,6388.99,31.54,,12-24
603629,利通电子,0.9,26.76,,,,6782.67,26.53,,12-21
300756,中山金马,3.15,6.42,,20.02,,9459.48,6.48,,12-17
002942,新农股份,1.21,86.15,3.85,34.22,1.03,10914.91,85.24,,12-04
603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
300753,爱朋医疗,0.82,51.85,,16.71,,4957.75,51.02,,11-26
300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
603220,中贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
603687,大胜达,0.26,-23.53,,,,9376.79,-16.25,,11-14
300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
601860,紫金银行,0.3,,,,,98746.99,12.31,,11-01
603010,万盛股份,0.54,38.46,,11.86,,13588.56,35.76,,10-31
600834,申通地铁,0.05,-60.83,,,,2519.54,-60.83,,10-31
600098,广州发展,0.24,8.79,,3.97,,64469.41,8.76,,10-31
600854,春兰股份,0.2,92.94,,5.16,,10363.7,92.96,,10-31
600870,ST厦华,-0.02,51.43,,,,-831.88,52.06,,10-31
600132,重庆啤酒,0.79,21.54,,32.49,,38465.13,21.7,,10-31
002403,爱仕达,0.33,3.13,,5.16,,11423.33,0.94,,10-31
600887,伊利股份,0.83,2.47,,19.07,,504781.87,2.24,,10-31
603111,康尼机电,-0.55,-329.17,,-14.93,,-53216.41,-402.76,,10-31
600153,建发股份,0.61,5.17,,7.06,,171778.17,5.34,,10-31
603157,拉夏贝尔,0.44,-29.03,,6.07,,23924.7,-29.58,,10-31
000726,鲁泰A,0.64,0.0,,8.08,,58689.6,-0.54,,10-31
600586,金晶科技,0.17,42.17,,5.75,,24874.15,45.91,,10-31
603308,应流股份,0.16,0.0,,2.35,,6965.63,3.52,,10-31
600242,中昌数据,0.21,0.47,,4.79,,9724.6,8.59,,10-31
600640,号百控股,0.23,-11.27,,4.21,,18474.52,-11.27,,10-31
002194,武汉凡谷,-0.09,-85.52,,-3.63,,-5288.29,-85.53,,10-31
000036,华联控股,0.65,-31.68,,15.45,,73823.59,-31.71,,10-31
600658,电子城,0.27,8.0,,4.72,,30378.65,52.03,,10-31
002210,*ST飞马,0.08,-27.27,,3.03,,12723.77,-32.2,,10-31
603363,傲农生物,0.07,-72.0,,3.89,,3169.13,-64.97,,10-31
600678,四川金顶,0.09,-5329.41,,71.18,,3103.68,-5474.97,,10-31
000881,中广核技,0.18,-18.95,,3.47,,18859.63,-19.18,,10-31
000150,宜华健康,0.33,-3.44,,8.71,,20571.75,35.19,,10-31
000901,航天科技,0.09,-55.61,,1.46,,5660.28,-33.45,,10-31
600319,亚星化学,0.03,20.0,,27.72,,1049.62,32.98,,10-31
002564,天沃科技,0.2,-27.86,,4.97,,16156.47,-21.5,,10-31
000426,兴业矿业,0.3,41.45,,9.95,,56715.18,41.38,,10-31
600359,新农开发,-0.12,-340.0,,-7.06,,-4394.41,-324.44,,10-31
600745,闻泰科技,-0.27,-161.36,5.42,-4.9,2.93,-16938.83,-160.13,,10-31
000533,顺钠股份,-0.03,-191.35,,-1.39,,-2190.93,-191.36,,10-31
601919,中远海控,0.08,-70.37,,2.64,,86258.6,-68.47,,10-31
000571,*ST大洲,-0.02,-125.53,,-0.77,,-1676.04,-125.5,,10-31
601990,南京证券,0.09,-30.77,,2.31,,22601.9,-29.14,,10-31
000601,韶能股份,0.25,-38.17,,5.96,,26870.86,-38.18,,10-31
600822,上海物贸,0.08,76.39,,7.04,,4077.64,76.35,,10-31
600221,海航控股,0.04,-73.78,,1.26,,72897.7,-73.57,,10-31
601019,山东出版,0.54,1.89,,12.08,,112124.62,16.26,,10-31
000011,深物业A,0.24,-74.98,,4.92,,14418.87,-74.97,,10-31
601107,四川成渝,0.3,-0.27,,6.39,,91207.29,-0.29,,10-31
000031,大悦城,0.5,72.41,,12.96,,90810.45,72.67,,10-31
600653,申华控股,-0.06,-63.0,,-6.11,,-10716.83,-63.03,,10-31
000876,新希望,0.34,-26.09,,6.71,,145073.97,-25.2,,10-31
000897,*ST津滨,-0.02,-23.75,,-3.17,,-3684.19,-23.91,,10-31
000917,电广传媒,-0.1,-225.0,,-1.37,,-13530.67,-223.1,,10-31
601615,明阳智能,,,,,,25417.73,-2.58,,10-31
600354,敦煌种业,-0.23,-199.79,,-14.51,,-12393.46,-199.81,,10-31
000529,广弘控股,0.18,5.88,,7.43,,10412.16,5.74,,10-31
600758,红阳能源,0.0,-99.22,,0.07,,370.29,-99.22,,10-31
601857,中国石油,0.26,192.22,,4.0,,4812100.0,177.16,,10-31
600015,华夏银行,1.07,2.88,12.55,8.83,-8.4,1451300.0,2.01,,10-31
001872,招商港口,0.7,2.93,,9.88,,45321.69,2.9,,10-31
600033,福建高速,0.22,2.89,,6.83,,60671.88,2.87,,10-31
600439,瑞贝卡,0.16,17.59,,6.87,,18463.0,17.57,,10-31
000630,铜陵有色,0.06,65.79,,3.77,,66223.28,67.52,,10-31
603800,道森股份,0.3,204.12,,6.73,,6141.57,204.2,,10-31
603078,江化微,0.35,-56.56,,3.93,,2950.18,-31.57,,10-31
000680,山推股份,0.07,33.98,,2.54,,8507.07,33.89,,10-31
600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
600149,ST坊展,-0.03,107.69,,-5.68,,-1129.07,107.94,,10-31
600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
600917,重庆燃气,0.18,-10.0,,7.37,,28304.44,-8.26,,10-31
002115,三维通信,0.31,507.99,,7.8,,16722.23,693.23,,10-31
600967,内蒙一机,0.21,8.95,,4.38,,34930.51,9.06,,10-31
600190,锦州港,0.06,34.38,,1.9,,11484.73,34.39,,10-31
600587,新华医疗,0.38,1166.67,,4.56,,15369.35,1134.33,,10-31
002147,ST新光,0.07,152.04,,1.53,,12393.31,151.76,,10-31
601058,赛轮轮胎,0.19,137.5,,8.32,,51719.23,185.29,,10-31
000018,*ST神城,0.02,-93.79,,1.2,,2548.26,-93.79,,10-31
000823,超声电子,0.34,37.28,,5.67,,18192.27,37.26,,10-31
601117,中国化学,0.33,26.92,,5.61,,162578.76,25.78,,10-31
601179,中国西电,0.05,-61.54,,1.3,,25128.95,-61.36,,10-31
601231,环旭电子,0.36,-10.0,,8.81,,77717.52,-9.81,,10-31
600302,标准股份,-0.1,3925.0,,-2.8,,-3343.76,3933.07,,10-31
600320,振华重工,0.04,-7.5,,1.29,,19492.99,14.01,,10-31
603555,贵人鸟,0.03,-89.16,,0.7,,1605.91,-89.14,,10-31
600360,华微电子,0.1,38.67,,3.62,,7814.5,40.49,,10-31
600746,江苏索普,-0.0,-101.84,,-0.26,,-126.63,-101.86,,10-31
600020,中原高速,0.29,-21.46,,6.36,,97901.26,-9.93,,10-31
002308,威创股份,0.16,-23.81,,4.17,,14709.63,-16.34,,10-31
000553,安道麦A,1.04,52.15,,12.31,,254244.2,58.95,,10-31
600039,四川路桥,0.15,8.45,,4.14,,55167.04,26.86,,10-31
002018,华信退,-0.55,-423.53,,-42.95,,-124549.82,-426.71,,10-31
600452,涪陵电力,0.94,-16.07,,17.1,,21050.59,17.21,,10-31
600081,东风科技,0.38,-4.0,,9.19,,12053.2,-3.99,,10-31
002356,*ST赫美,-0.47,-228.3,,-14.9,,-24958.79,-318.1,,10-31
000616,海航投资,0.23,7296.77,,7.93,,32788.61,7225.08,,10-31
603085,天成自控,0.14,-36.36,,4.11,,4067.46,-17.14,,10-31
603229,奥翔药业,0.2,-13.04,,5.61,,3233.98,2.21,,10-31
603986,兆易创新,1.31,-22.81,,19.99,,36733.96,8.21,,10-31
002803,吉宏股份,1.15,248.48,,20.9,,13135.07,242.17,,10-31
600232,金鹰股份,0.07,32.08,,2.2,,2553.72,32.46,,10-31
600628,新世界,0.37,-43.08,,5.43,,24183.03,-42.44,,10-31
002821,凯莱英,1.15,30.68,,12.11,,26089.87,29.95,,10-31
601088,中国神华,1.77,-1.0,16.14,11.02,3.41,3527800.0,-1.04,,10-31
603318,派思股份,0.03,-78.57,,1.04,,1071.59,-79.31,,10-31
000957,中通客车,0.06,-71.43,,1.2,,3368.87,-72.37,,10-31
601688,华泰证券,0.61,-7.58,,4.88,,447980.34,-4.84,,10-31
000524,岭南控股,0.24,14.29,,6.32,,16198.95,14.74,,10-31
600754,锦江酒店,0.91,22.5,,6.97,,87191.22,22.51,,10-31
600386,北巴传媒,0.08,-20.0,,3.51,,6432.59,-20.58,,10-31
000543,皖能电力,0.17,198.75,,3.05,,30058.56,198.94,,10-31
601888,中国国旅,1.39,41.78,,18.04,,270522.55,41.79,,10-31
600028,中国石化,0.5,56.15,,8.28,,5998000.0,56.31,,10-31
603658,安图生物,0.98,27.27,,24.11,,41101.37,27.01,,10-31
002636,金安国纪,0.33,-39.29,,10.11,,23661.44,-40.21,,10-31
603001,奥康国际,0.43,-10.26,,4.13,,17218.35,-10.25,,10-31
600072,中船科技,0.0,-82.61,,0.07,,263.39,-84.19,,10-31
600462,*ST九有,-0.02,-328.43,,-4.23,,-1242.61,-328.25,,10-31
002668,奥马电器,0.25,-64.29,,7.42,,27197.69,-9.41,,10-31
000606,顺利办,0.41,-701.61,,10.84,,31467.72,-701.46,,10-31
603733,仙鹤股份,0.43,-14.0,,8.61,,25022.21,-9.65,,10-31
