code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002950,奥美医疗,0.38,,3.28,12.16,0.24,14092.18,,,02-19
603681,永冠新材,0.84,,6.97,12.83,0.71,10494.54,,,02-12
300761,立华股份,2.69,348.83,,29.26,,97647.89,350.28,,01-22
601598,中国外运,0.32,10.34,3.75,8.78,-0.03,193799.79,11.69,,01-15
603351,威尔药业,1.68,1.82,,14.98,,8410.16,1.78,,01-14
002947,恒铭达,0.94,51.45,,18.42,,8579.25,57.88,,01-14
300758,七彩化学,1.07,13.83,,18.98,,8593.12,14.75,,01-09
002946,新乳业,0.23,4.55,,13.0,,17533.61,7.96,,01-08
300759,康龙化成,0.39,50.0,,10.92,,23062.85,48.48,,01-07
603185,上机数控,1.83,90.63,,,,17311.53,90.97,,12-27
300757,罗博特科,1.06,30.86,,25.34,,6388.99,31.54,,12-24
603629,利通电子,0.9,26.76,,,,6782.67,26.53,,12-21
300756,中山金马,3.15,6.42,,20.02,,9459.48,6.48,,12-17
002942,新农股份,1.21,86.15,3.85,34.22,1.03,10914.91,85.24,,12-04
603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
300753,爱朋医疗,0.82,51.85,,16.71,,4957.75,51.02,,11-26
300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
603220,贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
601860,紫金银行,0.3,,,,,98746.99,12.31,,11-01
000833,粤桂股份,0.15,62.6,,3.57,,9791.89,62.59,,10-31
600271,航天信息,0.46,-24.59,,7.99,,85441.89,-23.87,,10-31
601198,东兴证券,0.28,-17.65,,4.0,,77843.48,-16.02,,10-31
603369,今世缘,0.82,32.63,,18.26,,102895.13,32.63,,10-31
600289,*ST信通,-0.73,648.45,,-95.54,,-45813.58,648.09,,10-31
601258,庞大集团,-0.04,-180.0,,-1.78,,-23429.29,-170.7,,10-31
000333,美的集团,2.72,17.75,,22.65,,1790023.9,19.35,,10-31
601377,兴业证券,0.11,-63.33,,2.18,,72683.26,-63.34,,10-31
000418,小天鹅A,2.13,17.68,,18.15,,134706.7,17.85,,10-31
000504,*ST生物,-0.07,12.31,,-175.15,,-2301.01,12.29,,10-31
600733,北汽蓝谷,0.05,2375.0,,0.81,,13250.89,35814.68,,10-31
000957,中通客车,0.06,-71.43,,1.2,,3368.87,-72.37,,10-31
601668,中国建筑,0.62,-25.3,,11.5,,2729946.8,5.89,,10-31
600007,中国国贸,0.59,25.53,,8.96,,58982.46,23.63,,10-31
603616,韩建河山,0.02,-127.96,,0.93,,727.37,-127.96,,10-31
600767,ST运盛,-0.05,-550.0,,-7.13,,-1835.7,-536.39,,10-31
600026,中远海能,-0.07,-121.49,,-0.96,,-26831.47,-121.51,,10-31
600401,*ST海润,-0.22,18.61,,-155.92,,-104803.12,18.62,,10-31
000563,陕国投A,0.07,-46.92,,2.78,,23627.86,-42.53,,10-31
600784,鲁银投资,0.11,936.36,,4.43,,6502.84,980.25,,10-31
000607,华媒控股,0.06,-32.43,,3.34,,6108.12,-32.4,,10-31
600086,东方金钰,-0.05,-128.33,,-2.24,,-7098.72,-128.32,,10-31
000627,天茂集团,0.2,0.0,,5.3,,101202.49,20.65,,10-31
600500,中化国际,0.37,105.56,,6.96,,77280.71,100.64,,10-31
603059,倍加洁,1.02,-5.56,,10.73,,7712.68,19.13,,10-31
600928,西安银行,,,,,,180036.71,10.33,,10-31
000736,中交地产,0.66,-283.33,,13.49,,29571.04,-379.89,,10-31
000792,*ST盐湖,-0.44,41.21,,-6.2,,-121334.58,41.21,,10-31
600232,金鹰股份,0.07,32.08,,2.2,,2553.72,32.46,,10-31
600626,申达股份,0.14,-19.62,,3.7,,9657.59,-19.64,,10-31
600250,南纺股份,0.07,-122.58,,3.91,,1763.04,-122.33,,10-31
002506,协鑫集成,-0.02,-291.0,,-2.48,,-9683.04,-300.05,,10-31
000029,深深房A,0.37,149.97,,12.41,,37400.04,150.03,,10-31
600651,飞乐音响,-0.84,-259.89,,-28.56,,-82773.6,-258.56,,10-31
000839,中信国安,0.0,-97.78,,0.08,,544.5,-97.8,,10-31
600295,鄂尔多斯,0.48,37.14,,6.16,,49814.67,37.44,,10-31
603477,振静股份,0.2,-23.08,,5.9,,4800.15,3.76,,10-31
600843,上工申贝,0.25,-28.75,,6.1,,13501.63,-28.75,,10-31
600108,亚盛集团,0.03,1.26,,1.32,,6265.69,1.36,,10-31
603066,音飞储存,0.24,14.96,,7.77,,7192.53,15.26,,10-31
600521,华海药业,0.2,-57.45,,5.18,,25537.99,-47.38,,10-31
000680,山推股份,0.07,33.98,,2.54,,8507.07,33.89,,10-31
600877,*ST嘉陵,-0.23,-607.79,,,,-16125.25,-607.95,,10-31
600145,*ST新亿,0.03,833.33,,6.29,,4200.29,1006.81,,10-31
600539,ST狮头,0.04,123.53,,2.08,,881.59,125.61,,10-31
603167,渤海轮渡,0.67,-9.46,,9.81,,32363.43,-9.67,,10-31
600182,S佳通,0.22,82.5,,8.43,,7444.62,83.53,,10-31
603918,金桥信息,0.15,334.47,,5.08,,2689.63,333.16,,10-31
600578,京能电力,0.09,200.0,,2.64,,59705.52,166.79,,10-31
603197,保隆科技,0.75,-48.02,,8.91,,12284.75,-15.02,,10-31
600199,金种子酒,0.0,-67.78,,0.07,,162.47,-67.38,,10-31
600595,*ST中孚,-0.22,-375.0,,-7.59,,-41739.41,-403.73,,10-31
600612,老凤祥,1.89,10.14,,16.67,,98780.13,10.14,,10-31
002188,*ST巴士,-1.68,-580.0,,,,-49773.48,-576.58,,10-31
603320,迪贝电气,0.36,-23.4,,5.94,,3585.82,-13.53,,10-31
600255,梦舟股份,0.02,0.0,,1.2,,4188.5,9.08,,10-31
000837,秦川机床,-0.03,-322.14,,-0.77,,-2158.66,-322.12,,10-31
601138,工业富联,0.53,,,23.12,,975608.6,2.69,,10-31
600275,ST昌鱼,-0.01,-74.69,,-5.01,,-719.47,-74.61,,10-31
601208,东材科技,0.04,-71.43,,1.19,,2777.53,-68.19,,10-31
600686,金龙汽车,0.1,-71.43,,1.76,,8594.71,-62.58,,10-31
000895,双汇发展,1.11,15.91,,25.29,,365227.59,15.91,10派9,10-31
600703,三安光电,0.64,10.34,,12.31,,259361.07,9.09,,10-31
601398,工商银行,0.67,4.69,6.12,11.36,,23962700.0,5.1,,10-31
600329,中新药业,0.52,10.64,,8.67,,40090.63,11.52,,10-31
600369,西南证券,0.05,-50.0,,1.55,,29698.38,-49.71,,10-31
000529,广弘控股,0.18,5.88,,7.43,,10412.16,5.74,,10-31
600758,红阳能源,0.0,-99.22,,0.07,,370.29,-99.22,,10-31
601857,中国石油,0.26,192.22,,4.0,,4812100.0,177.16,,10-31
000553,安道麦A,1.04,52.15,,12.31,,254244.2,58.95,,10-31
600036,招商银行,2.66,14.16,19.49,14.3,-6.93,6738000.0,14.58,,10-31
603666,亿嘉和,1.54,17.4,,17.22,,8982.53,30.45,,10-31
600416,湘电股份,-0.45,-850.0,,-6.86,,-42985.15,-892.31,,10-31
600061,国投资本,0.26,-50.0,,3.01,,109788.22,-43.03,,10-31
600078,澄星股份,0.01,-84.13,,0.21,,397.06,-90.51,,10-31
600469,风神股份,0.0,-100.83,,0.1,,187.0,-100.93,,10-31
000616,海航投资,0.23,7296.77,,7.93,,32788.61,7225.08,,10-31
603768,常青股份,0.34,-27.66,,4.17,,7010.66,-21.04,,10-31
600113,浙江东日,0.27,12.5,,12.35,,8510.97,12.82,,10-31
603806,福斯特,0.66,-28.26,,6.82,,34688.94,-6.23,,10-31
603078,江化微,0.35,-56.56,,3.93,,2950.18,-31.57,,10-31
600130,波导股份,0.05,-155.56,,4.07,,3501.02,-148.23,,10-31
600527,江南高纤,0.04,-14.81,,2.19,,5312.83,53.25,,10-31
600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
600151,航天机电,-0.17,-0.76,,-4.31,,-24207.63,-0.79,,10-31
600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
002434,万里扬,0.27,-35.71,,5.97,,36786.43,-35.86,,10-31
000726,鲁泰A,0.64,0.0,,8.08,,58689.6,-0.54,,10-31
600961,株冶集团,-2.98,-3825.0,,-925.98,,-157135.63,-3749.5,,10-31
600583,海油工程,-0.03,-142.86,,-0.61,,-13963.45,-146.22,,10-31
002796,世嘉科技,0.26,-10.34,,2.34,,2566.71,12.14,,10-31
603259,药明康德,1.94,71.68,,22.62,,192837.63,81.4,,10-31
601019,山东出版,0.54,1.89,,12.08,,112124.62,16.26,,10-31
600240,*ST华业,-0.1,-115.7,,-2.02,,-13551.97,-114.94,,10-31
601107,四川成渝,0.3,-0.27,,6.39,,91207.29,-0.29,,10-31
000038,深大通,0.42,-20.85,,4.07,,22006.39,-17.42,,10-31
600654,*ST中安,-0.08,-11.11,,-5.1,,-10789.67,-4.58,,10-31
002886,沃特股份,0.2,-42.86,,3.68,,2331.03,-14.27,,10-31
000413,东旭光电,0.23,9.52,,4.19,,131515.76,28.17,,10-31
603555,贵人鸟,0.03,-89.16,,0.7,,1605.91,-89.14,,10-31
000520,长航凤凰,0.06,74.85,,17.28,,5986.04,74.83,,10-31
600745,闻泰科技,-0.27,-161.36,5.42,-4.9,2.93,-16938.83,-160.13,,10-31
002615,哈尔斯,0.2,-23.08,,10.03,,8194.35,-22.8,,10-31
000539,粤电力A,0.18,20.13,,3.92,,93882.16,20.04,,10-31
002310,东方园林,0.36,12.5,,8.31,,97508.18,12.53,,10-31
601919,中远海控,0.08,-70.37,,2.64,,86258.6,-68.47,,10-31
002326,永太科技,0.49,41.44,,14.52,,39806.8,42.12,,10-31
601990,南京证券,0.09,-30.77,,2.31,,22601.9,-29.14,,10-31
600452,涪陵电力,0.94,-16.07,,17.1,,21050.59,17.21,,10-31
000601,韶能股份,0.25,-38.17,,5.96,,26870.86,-38.18,,10-31
603010,万盛股份,0.54,38.46,,11.86,,13588.56,35.76,,10-31
000622,恒立实业,0.0,-109.32,,0.58,,108.97,-109.19,,10-31
