code,name,bamount,bcount,samount,scount,net
603444,吉比特,13390.85,4,0.0,0,13390.85
002252,上海莱士,5987.47,12,1088.97,6,4898.5
603711,香飘飘,3917.45,4,0.0,0,3917.45
000976,华铁股份,2321.25,2,0.0,0,2321.25
000603,盛达矿业,1884.48,2,0.0,0,1884.48
000503,国新健康,1502.37,1,183.41,0,1318.96
000498,山东路桥,1301.53,1,383.18,1,918.35
600165,新日恒力,667.95,1,0.0,0,667.95
000892,欢瑞世纪,460.79,2,0.0,0,460.79
000554,泰山石油,363.1,1,0.0,0,363.1
002020,京新药业,1010.6,1,693.62,1,316.98
000662,天夏智慧,129.82,1,0.0,0,129.82
300753,爱朋医疗,0.0,0,2.64,1,-2.64
300655,晶瑞股份,0.0,0,126.72,1,-126.72
002331,皖通科技,232.87,0,425.52,1,-192.66
000572,海马汽车,0.0,0,197.63,1,-197.63
002882,金龙羽,0.0,0,229.51,1,-229.51
002943,宇晶股份,0.0,0,250.39,1,-250.39
002243,通产丽星,0.0,0,271.28,4,-271.28
002017,东信和平,0.0,0,305.85,2,-305.85
000985,大庆华科,0.0,0,366.34,2,-366.34
300752,隆利科技,0.0,0,438.67,1,-438.67
002902,铭普光磁,0.0,0,446.72,1,-446.72
300630,普利制药,1996.88,4,2490.27,4,-493.39
000536,华映科技,0.0,0,553.85,1,-553.85
600781,辅仁药业,0.0,0,1013.38,1,-1013.38
002942,新农股份,0.0,0,1159.68,5,-1159.68
300302,同有科技,0.0,0,1336.11,2,-1336.11
002653,海思科,0.0,0,1405.06,2,-1405.06
603486,科沃斯,0.0,0,1495.01,3,-1495.01
300529,健帆生物,1151.42,2,3394.85,4,-2243.43
600157,永泰能源,0.0,0,2274.56,2,-2274.56
002089,新海宜,0.0,0,2422.57,1,-2422.57
603826,坤彩科技,0.0,0,2845.29,2,-2845.29
300319,麦捷科技,0.0,0,3045.94,2,-3045.94
600466,蓝光发展,1525.1,1,4767.98,3,-3242.88
002007,华兰生物,13079.45,3,16348.98,3,-3269.53
002768,国恩股份,3658.91,3,7032.42,7,-3373.51
002010,传化智联,0.0,0,3736.6,2,-3736.6
300362,天翔环境,0.0,0,4193.25,5,-4193.25
300144,宋城演艺,4580.19,2,9065.0,4,-4484.81
002508,老板电器,0.0,0,6233.39,1,-6233.39
603658,安图生物,904.23,2,7175.98,4,-6271.75
000513,丽珠集团,947.17,1,10804.98,4,-9857.82
002262,恩华药业,215.62,0,11073.28,4,-10857.66
000963,华东医药,5270.1,2,51756.29,6,-46486.19
300003,乐普医疗,10237.8,3,80217.23,11,-69979.43
