code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
300808,久量股份,0.54,,,12.52,0.24,6536.01,,,11-28
300801,泰和科技,1.52,,,22.66,1.5,13702.45,,,11-27
300798,锦鸡股份,0.23,,,9.73,0.08,8489.86,,,11-21
688196,卓越新能,1.13,222.86,,17.4,1.1,10138.37,217.58,,11-20
688138,清溢光电,0.22,,,9.04,0.34,4429.47,,,11-19
300803,指南针,0.29,,,17.01,0.3,10068.36,,,11-15
688111,金山办公,0.58,,,18.26,0.53,20966.96,,,11-15
688101,三达膜,0.56,,,10.63,0.23,13918.02,,,11-14
688300,联瑞新材,0.69,,,20.62,0.28,4252.3,,,11-14
300796,贝斯美,0.54,,,9.13,0.62,4946.08,,,11-14
300802,矩子科技,0.96,,,20.73,0.82,7185.17,,,11-13
603489,八方股份,1.79,,,47.7,0.72,16151.38,,,11-08
300564,筑博设计,1.08,,,19.44,0.35,8103.61,,,11-07
688166,博瑞医药,0.11,,,8.86,0.09,4136.99,,,11-07
688021,奥福环保,0.6,,,11.44,-0.45,3410.98,,,11-05
688299,长阳科技,0.24,,,9.35,0.12,5113.53,,,11-05
688288,鸿泉物联,0.55,,,19.84,0.45,4116.95,,,11-05
688363,华熙生物,,,,23.63,,31878.78,,,11-05
300800,力合科技,2.52,,,32.59,-1.79,15146.03,,,11-05
300805,电声股份,0.35,,,14.98,,13490.68,,,11-04
688128,中国电研,0.34,,,,,12131.15,,,11-04
688023,安恒信息,-0.98,,,-13.44,-1.74,-5433.72,,,11-04
688389,普门科技,0.12,,,6.12,0.07,4485.57,,,11-04
688202,美迪西,0.93,,,14.07,0.61,4342.7,,,11-04
300806,斯迪克,0.36,,,5.07,,3160.76,,,11-04
603815,交建股份,0.1,,,6.2,,4378.53,,,10-31
002951,金时科技,0.34,,,,,12316.94,,,10-31
688066,航天宏图,-0.56,,,-18.2,,-6959.93,,,10-31
603786,科博达,0.9,,,21.12,,32493.3,,,10-31
603236,移远通信,1.65,,,21.04,,11030.0,,,10-31
688058,宝兰德,0.43,,,12.82,-0.38,1732.56,,,10-31
300797,钢研纳克,0.19,,,9.82,0.09,3507.47,,,10-31
688011,新光光电,0.41,,,7.2,,3094.35,,,10-31
688099,晶晨股份,0.49,,,19.89,,18223.11,,,10-31
002949,华阳国际,0.57,,,,,8337.08,,,10-31
688010,福光股份,0.5,,,8.11,,5757.13,,,10-31
603662,柯力传感,1.11,,,10.44,,9898.5,,,10-31
688068,热景生物,0.4,,,10.91,,1865.98,,,10-30
300781,因赛集团,0.69,,,,,4352.68,,,10-30
300787,海能实业,1.21,,,,,7711.16,,,10-30
688321,微芯生物,0.04,,,3.29,,1505.0,,,10-30
300769,德方纳米,1.93,4.32,,,,6184.75,4.08,,10-30
688369,致远互联,0.2,,,4.46,-1.3,1158.74,,,10-30
688007,光峰科技,0.56,,,33.03,,10988.63,,,10-30
688020,方邦股份,1.68,,,26.77,,10053.01,,,10-30
688188,柏楚电子,1.57,,,47.95,,11805.68,,,10-30
603121,华培动力,0.38,,,11.79,,6077.59,,,10-30
300767,震安科技,1.47,,,,,8810.63,,,10-30
688019,安集科技,0.79,,,9.12,,3163.35,,,10-30
688025,杰普特,1.06,,,19.3,0.02,6941.9,,,10-30
601298,青岛港,0.47,,,11.41,,284462.13,,,10-30
688005,容百科技,0.43,,,7.29,,15514.1,,,10-30
688036,传音控股,0.22,,,4.7,,15631.7,,,10-30
688168,安博通,0.25,,,4.54,,963.37,,,10-30
601698,中国卫通,0.07,,,2.65,,25014.98,,,10-30
300783,三只松鼠,0.74,,,,,26781.8,,,10-30
002948,青岛银行,0.31,,,,,175407.7,,,10-30
688116,天奈科技,0.27,,,8.12,,4567.38,,,10-30
603256,宏和科技,0.17,,,13.32,,13320.66,,,10-30
603983,丸美股份,0.66,,,21.88,,23584.01,,,10-30
688007,光峰科技,0.56,,,33.03,,10988.63,,,10-30
688369,致远互联,0.2,,,4.46,-1.3,1158.74,,,10-30
688020,方邦股份,1.68,,,26.77,,10053.01,,,10-30
603121,华培动力,0.38,,,11.79,,6077.59,,,10-30
688188,柏楚电子,1.57,,,47.95,,11805.68,,,10-30
300767,震安科技,1.47,,,,,8810.63,,,10-30
688019,安集科技,0.79,,,9.12,,3163.35,,,10-30
002955,鸿合科技,2.82,,,,,29026.92,,,10-29
603867,新化股份,1.21,,,18.47,,12680.04,,,10-29
688366,昊海生科,1.74,,,8.42,1.6,27905.3,,,10-29
603697,有友食品,0.64,,,18.51,,14324.77,,,10-29
603967,中创物流,0.72,,,18.29,,14342.06,,,10-29
300778,新城市,1.18,,,,,7058.49,,,10-29
688018,乐鑫科技,,,,26.01,,6402.82,,,10-29
603956,威派格,0.17,,,8.77,,6640.43,,,10-29
300771,智莱科技,2.23,,,,,16727.92,,,10-29
600968,海油发展,0.08,,,4.92,,64338.55,,,10-29
603332,苏州龙杰,1.48,,,18.85,,13190.32,,,10-29
