code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002942,新农股份,1.21,86.15,3.85,34.22,1.03,10914.91,85.24,,12-04
603187,海容冷链,2.06,24.85,,,,12375.36,24.63,,11-28
002941,新疆交建,0.59,63.89,3.2,19.46,-1.81,33932.51,62.39,,11-27
300753,爱朋医疗,0.82,51.85,,16.71,,4957.75,51.02,,11-26
300752,隆利科技,2.53,,7.79,38.71,2.65,13763.06,,,11-19
601319,中国人保,0.29,-14.71,3.42,8.59,-0.72,1211800.0,-16.34,,11-15
603220,贝通信,0.28,698.59,3.27,9.06,-0.4,7180.5,699.4,,11-14
300751,迈为股份,3.61,31.27,11.53,37.01,1.75,14069.86,31.26,,11-08
300674,宇信科技,0.23,15.0,3.51,6.42,-0.73,8212.04,13.91,,11-06
600020,中原高速,0.29,-21.46,,6.36,,97901.26,-9.93,,10-31
000567,海德股份,0.22,-40.27,,2.71,,7634.57,35.51,,10-31
601933,永辉超市,0.11,-26.67,,5.41,,101784.75,-26.9,,10-31
600039,四川路桥,0.15,8.45,,4.14,,55167.04,26.86,,10-31
000592,平潭发展,0.04,639.29,,2.49,,7994.84,641.46,,10-31
600448,华纺股份,0.05,150.0,,3.29,,2832.24,102.09,,10-31
600081,东风科技,0.38,-4.0,,9.19,,12053.2,-3.99,,10-31
600831,广电网络,0.2,-3.92,,3.91,,11860.97,-3.86,,10-31
002382,蓝帆医疗,0.39,21.88,,9.03,,26060.62,63.66,,10-31
603800,道森股份,0.3,204.12,,6.73,,6141.57,204.2,,10-31
600493,凤竹纺织,0.17,184.01,,6.6,,4736.3,184.18,,10-31
603059,倍加洁,1.02,-5.56,,10.73,,7712.68,19.13,,10-31
600885,宏发股份,0.79,-28.18,,13.44,,58841.75,0.87,,10-31
603920,世运电路,0.41,-10.87,,6.89,,16439.59,3.65,,10-31
600568,中珠医疗,0.01,-94.11,,0.43,,2585.56,-89.71,,10-31
600190,锦州港,0.06,34.38,,1.9,,11484.73,34.39,,10-31
000777,中核科技,0.14,1022.4,,4.14,,5378.23,1020.97,,10-31
600984,建设机械,0.14,0.5,,3.56,,11648.81,30.63,,10-31
603228,景旺电子,1.54,21.26,,18.08,,62868.93,21.71,,10-31
000016,深康佳A,0.18,233.64,,5.24,,42983.47,233.6,,10-31
600619,海立股份,0.23,0.0,,4.75,,20071.18,1.48,,10-31
603318,派思股份,0.03,-78.57,,1.04,,1071.59,-79.31,,10-31
002510,天汽模,0.11,10.0,,4.94,,10246.41,20.23,,10-31
600639,浦东金桥,0.51,3.94,,6.44,,56803.12,3.94,,10-31
000876,新希望,0.34,-26.09,,6.71,,145073.97,-25.2,,10-31
000897,津滨发展,-0.02,-23.75,,-3.17,,-3684.19,-23.91,,10-31
000402,金融街,0.35,-27.08,,3.53,,104090.83,-27.91,,10-31
000917,电广传媒,-0.1,-225.0,,-1.37,,-13530.67,-223.1,,10-31
600319,亚星化学,0.03,20.0,,27.72,,1049.62,32.98,,10-31
000422,*ST宜化,0.3,-120.83,,36.11,,33463.13,-127.19,,10-31
600359,新农开发,-0.12,-340.0,,-7.06,,-4394.41,-324.44,,10-31
002607,亚夏汽车,0.05,-28.57,,2.1,,4036.53,-27.22,10派3.9,10-31
600743,华远地产,0.12,-38.61,,3.95,,29177.45,-38.38,,10-31
601808,中海油服,-0.06,100.0,,-0.8,,-27675.93,89.09,,10-31
600007,中国国贸,0.59,25.53,,8.96,,58982.46,23.63,,10-31
600766,园城黄金,0.0,-70.0,,1.15,,64.07,-76.12,,10-31
601888,中国国旅,1.39,41.78,,18.04,,270522.55,41.79,,10-31
600026,中远海能,-0.07,-121.49,,-0.96,,-26831.47,-121.51,,10-31
603666,亿嘉和,1.54,17.4,,17.22,,8982.53,30.45,,10-31
000573,粤宏远A,-0.07,-180.95,,-2.84,,-4727.93,-184.12,,10-31
600783,鲁信创投,0.29,-12.12,,5.99,,21689.48,-11.84,,10-31
002018,*ST华信,-0.55,-423.53,,-42.95,,-124549.82,-426.71,,10-31
600425,青松建化,0.33,16300.0,,10.58,,45210.96,18509.88,,10-31
600458,时代新材,0.11,83.33,,1.67,,8569.77,69.77,,10-31
603020,爱普股份,0.3,-27.31,,4.99,,9640.15,-27.32,,10-31
600086,东方金钰,-0.05,-128.33,,-2.24,,-7098.72,-128.32,,10-31
000637,茂化实华,0.05,-67.12,,2.73,,2493.83,-67.07,,10-31
002403,爱仕达,0.33,3.13,,5.16,,11423.33,0.94,,10-31
603100,川仪股份,0.4,42.86,,7.77,,15879.08,43.36,,10-31
600890,中房股份,-0.06,29.41,,-11.95,,-3313.52,29.34,,10-31
601009,南京银行,1.01,14.77,7.64,13.65,2.11,857418.9,15.35,,10-31
000825,太钢不锈,0.71,88.13,,14.34,,406079.48,88.2,,10-31
601088,中国神华,1.77,-1.0,16.14,11.02,3.41,3527800.0,-1.04,,10-31
600271,航天信息,0.46,-24.59,,7.99,,85441.89,-23.87,,10-31
000065,北方国际,0.57,-16.18,,11.47,,44138.02,26.78,,10-31
601200,上海环境,0.71,5.16,,8.86,,49860.37,5.16,,10-31
600289,*ST信通,-0.73,648.45,,-95.54,,-45813.58,648.09,,10-31
000156,华数传媒,0.34,2.18,,4.6,,48268.82,2.18,,10-31
000903,云内动力,0.1,-5.83,,3.44,,19037.75,4.79,,10-31
000410,沈阳机床,-0.23,-77.45,,-22.56,,-17534.18,-77.58,,10-31
000923,河北宣工,0.11,-82.16,,0.81,,7193.03,-76.01,,10-31
601390,中国中铁,0.56,24.34,,8.56,,1304481.7,18.2,,10-31
000430,张家界,0.14,-33.19,,3.47,,5476.96,-22.46,,10-31
000518,四环生物,-0.01,-127.83,,-1.51,,-939.21,-127.94,,10-31
600733,北汽蓝谷,0.05,2375.0,,0.81,,13250.89,35814.68,,10-31
601688,华泰证券,0.61,-7.58,,4.88,,447980.34,-4.84,,10-31
000537,广宇发展,1.24,376.92,,18.89,,230689.41,1656.69,,10-31
600008,首创股份,0.09,1.37,,3.42,,42919.66,1.44,,10-31
002308,威创股份,0.16,-23.81,,4.17,,14709.63,-16.34,,10-31
600767,ST运盛,-0.05,-550.0,,-7.13,,-1835.7,-536.39,,10-31
600027,华电国际,0.16,-745.83,,3.52,,152573.9,-742.7,,10-31
600401,*ST海润,-0.22,18.61,,-155.92,,-104803.12,18.62,,10-31
600784,鲁银投资,0.11,936.36,,4.43,,6502.84,980.25,,10-31
601966,玲珑轮胎,0.74,23.33,,9.5,,88395.99,22.79,,10-31
000599,青岛双星,0.07,-56.25,,1.55,,5389.05,-48.7,,10-31
000626,远大控股,0.04,-89.94,,0.96,,2449.7,-89.93,,10-31
002717,岭南股份,0.57,-21.92,,14.73,,57217.73,87.77,,10-31
600149,ST坊展,-0.03,107.69,,-5.68,,-1129.07,107.94,,10-31
600543,莫高股份,0.06,-25.0,,1.8,,2046.1,-16.93,,10-31
600562,国睿科技,0.05,-81.48,,1.69,,3017.08,-76.65,,10-31
